PDF_Page	Printed_Page	Concept	Gloss	Lect	Category	Response_Index	Form	Notes	Raw_Fragments	Source_Status
92	91	172	that	N-Khj-Bhi	1	1	vɔ		N-Khj-Bhi 1 vɔ	response
92	91	172	that	N-Mah-Bhi	1	1	vɔ		N-Mah-Bhi 1 vɔ	response
92	91	172	that	N-Rup-Br	3	1	vu		N-Rup-Br 3 vu	response
92	91	172	that	N-Khr-Gen	1	1	vɔ		N-Khr-Gen 1 vɔ	response
92	91	172	that	N-Awl-Bal	3	1	uː		N-Awl-Bal 3 uː	response
92	91	172	that	N-Sir-OBC	3	1	uː		N-Sir-OBC 3 uː	response
92	91	172	that	N-Kup-Dar	3	1	uː		N-Kup-Dar 3 uː	response
92	91	172	that	Par Bhi	3	1	vu		Par Bhi 3 vu	response
92	91	172	that	Malvi	3	1	u		Malvi 3 u	response
92	91	172	that	Hindi	1	1	wəh		Hindi 1 wəh	response
92	91	172	that	Hindi	1	2	wo		1 wo	response
92	91	172	that	Gujarati	4	1	pelu		Gujarati 4 pelu	response
92	91	172	that	Marathi	2	1	to̪		Marathi 2 to̪	response
92	91	173	these	N-Son-Bal	1	1	i		N-Son-Bal 1 i	response
92	91	173	these	N-Son-Pat	1	1	i		N-Son-Pat 1 i	response
92	91	173	these	N-Bal-Br	1	1	i		N-Bal-Br 1 i	response
92	91	173	these	N-Bal-Br	1	2	jo		1 jo	response
92	91	173	these	N-Jaj-OBC	1	1	jɔ		N-Jaj-OBC 1 jɔ	response
92	91	173	these	N-Bhi-Bhi	1	1	jo		N-Bhi-Bhi 1 jo	response
92	91	173	these	N-Dhar-Bhi	1	1	jo		N-Dhar-Bhi 1 jo	response
92	91	173	these	N-Khj-Bhi	1	1	je		N-Khj-Bhi 1 je	response
92	91	173	these	N-Mah-Bhi	1	1	ji		N-Mah-Bhi 1 ji	response
92	91	173	these	N-Rup-Br	1	1	ji		N-Rup-Br 1 ji	response
92	91	173	these	N-Khr-Gen	1	1	je		N-Khr-Gen 1 je	response
92	91	173	these	N-Awl-Bal	4	1	ina		N-Awl-Bal 4 ina	response
92	91	173	these	N-Sir-OBC	1	1	ji		N-Sir-OBC 1 ji	response
92	91	173	these	N-Kup-Dar	1	1	iː		N-Kup-Dar 1 iː	response
92	91	173	these	Par Bhi	1	1	je		Par Bhi 1 je	response
92	91	173	these	Malvi	1	1	ji		Malvi 1 ji	response
92	91	173	these	Hindi	1	1	je		Hindi 1 je	response
92	91	173	these	Gujarati	3	1	ɑ		Gujarati 3 ɑ	response
92	91	173	these	Marathi	2	1	he		Marathi 2 he	response
92	91	174	those	N-Son-Bal	5	1	vɔ		N-Son-Bal 5 vɔ	response
92	91	174	those	N-Son-Pat	5	1	uː		N-Son-Pat 5 uː	response
92	91	174	those	N-Bal-Br	5	1	uː		N-Bal-Br 5 uː	response
92	91	174	those	N-Jaj-OBC	5	1	vu		N-Jaj-OBC 5 vu	response
92	91	174	those	N-Bhi-Bhi	5	1	uː		N-Bhi-Bhi 5 uː	response
92	91	174	those	N-Dhar-Bhi	5	1	vɔ		N-Dhar-Bhi 5 vɔ	response
92	91	174	those	N-Khj-Bhi	5	1	vɔ		N-Khj-Bhi 5 vɔ	response
92	91	174	those	N-Mah-Bhi	5	1	vu		N-Mah-Bhi 5 vu	response
92	91	174	those	N-Rup-Br	5	1	vu		N-Rup-Br 5 vu	response
92	91	174	those	N-Khr-Gen	5	1	vɔ		N-Khr-Gen 5 vɔ	response
92	91	174	those	N-Awl-Bal	6	1	una		N-Awl-Bal 6 una	response
92	91	174	those	N-Sir-OBC	5	1	vu		N-Sir-OBC 5 vu	response
92	91	174	those	N-Kup-Dar	5	1	uː		N-Kup-Dar 5 uː	response
92	91	174	those	Par Bhi	5	1	vu		Par Bhi 5 vu	response
92	91	174	those	Malvi	1	1	vi		Malvi 1 vi	response
92	91	174	those	Hindi	1	1	ve		Hindi 1 ve	response
92	91	174	those	Hindi	2	2	βe		2 βe	response
92	91	174	those	Gujarati	4	1	pelɑ̃		Gujarati 4 pelɑ̃	response
92	91	174	those	Marathi	3	1	te̪		Marathi 3 te̪	response
92	91	175	same	N-Son-Bal	1	1	sʌmɑn		N-Son-Bal 1 sʌmɑn	response
92	91	175	same	N-Son-Bal	3	2	ekdʒʌⁱso		3 ekdʒʌⁱso	response
92	91	175	same	N-Son-Pat	2	1	eksʌɾi		N-Son-Pat 2 eksʌɾi	response
92	91	175	same	N-Bal-Br	1	1	səmɑn		N-Bal-Br 1 səmɑn	response
92	91	175	same	N-Bal-Br	1	2	sʌmɑɳ		N-Bal-Br 1 sʌmɑɳ	response
92	91	175	same	N-Bal-Br	4	3	bʌɾʌbʌɾ		N-Bal-Br 4 bʌɾʌbʌɾ	response
92	91	175	same	N-Jaj-OBC	3	1	ekdʒʌsɔ		N-Jaj-OBC 3 ekdʒʌsɔ	response
92	91	175	same	N-Bhi-Bhi	1	1	sʌmɑn		N-Bhi-Bhi 1 sʌmɑn	response
92	91	175	same	N-Dhar-Bhi	1	1	sʌmɑn		N-Dhar-Bhi 1 sʌmɑn	response
92	91	175	same	N-Khj-Bhi	4	1	bʌɾʌbʌɾ		N-Khj-Bhi 4 bʌɾʌbʌɾ	response
92	91	175	same	N-Mah-Bhi	3	1	ekdʒʌsɔ		N-Mah-Bhi 3 ekdʒʌsɔ	response
92	91	175	same	N-Rup-Br	3	1	ekdʒʌsɔ		N-Rup-Br 3 ekdʒʌsɔ	response
92	91	175	same	N-Khr-Gen	2	1	sɑɾikɔ		N-Khr-Gen 2 sɑɾikɔ	response
92	91	175	same	N-Awl-Bal	2	1	sʌɾikɑ		N-Awl-Bal 2 sʌɾikɑ	response
92	91	175	same	N-Sir-OBC	3	1	ekkudʒsi		N-Sir-OBC 3 ekkudʒsi	response
92	91	175	same	N-Kup-Dar	3	1	ekdʒʌsɑ		N-Kup-Dar 3 ekdʒʌsɑ	response
92	91	175	same	Par Bhi	1	1	sʌmɑn		Par Bhi 1 sʌmɑn	response
92	91	175	same	Malvi	2	1	eksʌɾikɑ		Malvi 2 eksʌɾikɑ	response
92	91	175	same	Hindi	1	1	səmɑn		Hindi 1 səmɑn	response
92	91	175	same	Gujarati	2	1	səɾkũ		Gujarati 2 səɾkũ	response
92	91	175	same	Marathi	2	1	sɑɾkʰɑ		Marathi 2 sɑɾkʰɑ	response
93	92	176	different	N-Son-Bal	1	1	ʌlʌg		N-Son-Bal 1 ʌlʌg	response
93	92	176	different	N-Son-Pat	1	1	ʌllʌg		N-Son-Pat 1 ʌllʌg	response
93	92	176	different	N-Bal-Br	1	1	ʌɭʌg		N-Bal-Br 1 ʌɭʌg	response
93	92	176	different	N-Jaj-OBC	1	1	ɑlʌgʌlʌg		N-Jaj-OBC 1 ɑlʌgʌlʌg	response
93	92	176	different	N-Jaj-OBC	9	2	bʰʌtb̪ʰʌt̪		N-Jaj-OBC 9 bʰʌtb̪ʰʌt̪	response
93	92	176	different	N-Bhi-Bhi	7	1	d̪usʌɾʌ		N-Bhi-Bhi 7 d̪usʌɾʌ	response
93	92	176	different	N-Dhar-Bhi	1	1	ɑllɑg		N-Dhar-Bhi 1 ɑllɑg	response
93	92	176	different	N-Khj-Bhi	8	1	njʌɾe		N-Khj-Bhi 8 njʌɾe	response
93	92	176	different	N-Mah-Bhi	1	1	ʌlʌg		N-Mah-Bhi 1 ʌlʌg	response
93	92	176	different	N-Rup-Br	1	1	ɑlʌgʌlʌg		N-Rup-Br 1 ɑlʌgʌlʌg	response
93	92	176	different	N-Khr-Gen	1	1	ɑllɑg		N-Khr-Gen 1 ɑllɑg	response
93	92	176	different	N-Awl-Bal	1	1	ʌlʌg		N-Awl-Bal 1 ʌlʌg	response
93	92	176	different	N-Sir-OBC	1	1	ɑlʌgʌlʌg		N-Sir-OBC 1 ɑlʌgʌlʌg	response
93	92	176	different	N-Kup-Dar	1	1	ʌlʌg		N-Kup-Dar 1 ʌlʌg	response
93	92	176	different	Par Bhi	1	1	ʌlʌg		Par Bhi 1 ʌlʌg	response
93	92	176	different	Malvi	5	1	bɑdʒubɑdʒu		Malvi 5 bɑdʒubɑdʒu	response
93	92	176	different	Hindi	1	1	ələgələg		Hindi 1 ələgələg	response
93	92	176	different	Hindi	2	2	bʱɪnə		2 bʱɪnə	response
93	92	176	different	Hindi	3	3	ɸʌɾk		3 ɸʌɾk	response
93	92	176	different	Gujarati	6	1	dʒud̪i		Gujarati 6 dʒud̪i	response
93	92	176	different	Marathi	1	1	ɑlʌgʌlʌg		Marathi 1 ɑlʌgʌlʌg	response
93	92	176	different	Marathi	3	2	ɸʌɾʌk		3 ɸʌɾʌk	response
93	92	176	different	Marathi	4	3	wegʌɭʌ		4 wegʌɭʌ	response
93	92	177	whole	N-Son-Bal	1	1	puɾɔ		N-Son-Bal 1 puɾɔ	response
93	92	177	whole	N-Son-Pat	1	1	puɾɔ		N-Son-Pat 1 puɾɔ	response
93	92	177	whole	N-Bal-Br	1	1	puɾo		N-Bal-Br 1 puɾo	response
93	92	177	whole	N-Jaj-OBC	1	1	puɾɔ		N-Jaj-OBC 1 puɾɔ	response
93	92	177	whole	N-Bhi-Bhi	1	1	puɾɑ		N-Bhi-Bhi 1 puɾɑ	response
93	92	177	whole	N-Dhar-Bhi	1	1	puɾɑ		N-Dhar-Bhi 1 puɾɑ	response
93	92	177	whole	N-Khj-Bhi	1	1	puɾɑ		N-Khj-Bhi 1 puɾɑ	response
93	92	177	whole	N-Mah-Bhi	1	1	puɾɔ		N-Mah-Bhi 1 puɾɔ	response
93	92	177	whole	N-Rup-Br	1	1	puɾo		N-Rup-Br 1 puɾo	response
93	92	177	whole	N-Khr-Gen	1	1	puɾɔ		N-Khr-Gen 1 puɾɔ	response
93	92	177	whole	N-Awl-Bal	1	1	puɾokopuɾo		N-Awl-Bal 1 puɾokopuɾo	response
93	92	177	whole	N-Awl-Bal	3	2	ʌɭᵊko		3 ʌɭᵊko	response
93	92	177	whole	N-Sir-OBC	1	1	puɾɔ		N-Sir-OBC 1 puɾɔ	response
93	92	177	whole	N-Kup-Dar	1	1	puɾɔ		N-Kup-Dar 1 puɾɔ	response
93	92	177	whole	Par Bhi	1	1	puɾɑ		Par Bhi 1 puɾɑ	response
93	92	177	whole	Malvi	2	1	ɑkʰɑ		Malvi 2 ɑkʰɑ	response
93	92	177	whole	Hindi	1	1	puɾɳə		Hindi 1 puɾɳə	response
93	92	177	whole	Hindi	1	2	puɾɑ		1 puɾɑ	response
93	92	177	whole	Gujarati	2	1	ɑkʰũ		Gujarati 2 ɑkʰũ	response
93	92	177	whole	Marathi	1	1	puɾɳə		Marathi 1 puɾɳə	response
93	92	178	broken	N-Son-Bal	1	1	ʈuʈel		N-Son-Bal 1 ʈuʈel	response
93	92	178	broken	N-Son-Pat	7	1	muɖigɔ		N-Son-Pat 7 muɖigɔ	response
93	92	178	broken	N-Bal-Br	1	1	ʈuʈel		N-Bal-Br 1 ʈuʈel	response
93	92	178	broken	N-Jaj-OBC	1	1	ʈuʈlɔ		N-Jaj-OBC 1 ʈuʈlɔ	response
93	92	178	broken	N-Bhi-Bhi	1	1	ʈuʈɭo		N-Bhi-Bhi 1 ʈuʈɭo	response
93	92	178	broken	N-Dhar-Bhi	6	1	mɔɖd̪i		N-Dhar-Bhi 6 mɔɖd̪i	response
93	92	178	broken	N-Khj-Bhi	2	1	pʰuʈʌ		N-Khj-Bhi 2 pʰuʈʌ	response
93	92	178	broken	N-Mah-Bhi	1	1	ʈuʈel		N-Mah-Bhi 1 ʈuʈel	response
93	92	178	broken	N-Rup-Br	5	1	ɑd̪ɔ		N-Rup-Br 5 ɑd̪ɔ	response
93	92	178	broken	N-Khr-Gen	5	1	ɑd̪ʱɔ		N-Khr-Gen 5 ɑd̪ʱɔ	response
93	92	178	broken	N-Awl-Bal	1	1	ʈuʈel		N-Awl-Bal 1 ʈuʈel	response
93	92	178	broken	N-Sir-OBC	1	1	ʈuʈɭo		N-Sir-OBC 1 ʈuʈɭo	response
93	92	178	broken	N-Kup-Dar	1	1	ʈuʈjo		N-Kup-Dar 1 ʈuʈjo	response
93	92	178	broken	Par Bhi	2	1	pʰuʈlu		Par Bhi 2 pʰuʈlu	response
93	92	178	broken	Malvi	3	1	ʈʊkʌɖɑ		Malvi 3 ʈʊkʌɖɑ	response
93	92	178	broken	Hindi	1	1	ʈuʈɑ		Hindi 1 ʈuʈɑ	response
93	92	178	broken	Gujarati	1	1	ʈuʈelu		Gujarati 1 ʈuʈelu	response
93	92	178	broken	Gujarati	4	2	bʱɑŋgelu		4 bʱɑŋgelu	response
93	92	178	broken	Marathi	2	1	ɸuʈʌlele		Marathi 2 ɸuʈʌlele	response
93	92	179	few	N-Son-Bal	4	1	dʒʌɾɑso		N-Son-Bal 4 dʒʌɾɑso	response
93	92	179	few	N-Son-Pat	4	1	dʒʌɾɑso		N-Son-Pat 4 dʒʌɾɑso	response
93	92	179	few	N-Son-Pat	1	2	tʰ̪ɔɖɔ		1 tʰ̪ɔɖɔ	response
93	92	179	few	N-Bal-Br	4	1	dʒʌɾɑso		N-Bal-Br 4 dʒʌɾɑso	response
93	92	179	few	N-Bal-Br	1	2	tʰ̪ɔɖɔ		1 tʰ̪ɔɖɔ	response
93	92	179	few	N-Jaj-OBC	1	1	tʱ̪ɔɖɔ		N-Jaj-OBC 1 tʱ̪ɔɖɔ	response
93	92	179	few	N-Jaj-OBC	4	2	dʒʌɾɑso		N-Jaj-OBC 4 dʒʌɾɑso	response
93	92	179	few	N-Bhi-Bhi	1	1	tʰ̪ɔɖɔ		N-Bhi-Bhi 1 tʰ̪ɔɖɔ	response
93	92	179	few	N-Dhar-Bhi	2	1	kɑhi		N-Dhar-Bhi 2 kɑhi	response
93	92	179	few	N-Khj-Bhi	1	1	tʰ̪oɖa		N-Khj-Bhi 1 tʰ̪oɖa	response
93	92	179	few	N-Mah-Bhi	1	1	tʰ̪ɔɖɔ		N-Mah-Bhi 1 tʰ̪ɔɖɔ	response
93	92	179	few	N-Rup-Br	1	1	tʰ̪ɔɖɔ		N-Rup-Br 1 tʰ̪ɔɖɔ	response
93	92	179	few	N-Khr-Gen	1	1	tʱ̪ɔɖɔ		N-Khr-Gen 1 tʱ̪ɔɖɔ	response
93	92	179	few	N-Awl-Bal	3	1	kʌm		N-Awl-Bal 3 kʌm	response
93	92	179	few	N-Sir-OBC	4	1	dʒʌɾɑso		N-Sir-OBC 4 dʒʌɾɑso	response
93	92	179	few	N-Kup-Dar	4	1	dʒʌɾʌ		N-Kup-Dar 4 dʒʌɾʌ	response
93	92	179	few	Par Bhi	1	1	ʈʰoɖʊk		Par Bhi 1 ʈʰoɖʊk	response
93	92	179	few	Malvi	1	1	tʰ̪oɖo		Malvi 1 tʰ̪oɖo	response
93	92	179	few	Hindi	1	1	tʰ̪oɖɑ		Hindi 1 tʰ̪oɖɑ	response
93	92	179	few	Gujarati	1	1	tʰ̪oɖũ		Gujarati 1 tʰ̪oɖũ	response
93	92	179	few	Marathi	1	1	tʰ̪oɖa		Marathi 1 tʰ̪oɖa	response
94	93	180	many	N-Son-Bal	4	1	gʱʌɳ̃u		N-Son-Bal 4 gʱʌɳ̃u	response
94	93	180	many	N-Son-Pat	4	1	gʰʌɳu		N-Son-Pat 4 gʰʌɳu	response
94	93	180	many	N-Son-Pat	7	2	dʒjɑd̪ɑtʃ		7 dʒjɑd̪ɑtʃ	response
94	93	180	many	N-Bal-Br	1	1	bəhʊt̪		N-Bal-Br 1 bəhʊt̪	response
94	93	180	many	N-Bal-Br	4	2	gʰʌɳu		4 gʰʌɳu	response
94	93	180	many	N-Bal-Br	8	3	gʌndʒəko		8 gʌndʒəko	response
94	93	180	many	N-Jaj-OBC	9	1	gʰʌɳkɔdʒ		N-Jaj-OBC 9 gʰʌɳkɔdʒ	response
94	93	180	many	N-Bhi-Bhi	8	1	dʒʌd̪ɑ		N-Bhi-Bhi 8 dʒʌd̪ɑ	response
94	93	180	many	N-Dhar-Bhi	8	1	gʌndʒəko		N-Dhar-Bhi 8 gʌndʒəko	response
94	93	180	many	N-Khj-Bhi	4	1	gʰʌno		N-Khj-Bhi 4 gʰʌno	response
94	93	180	many	N-Khj-Bhi	4	2	gʰʌno		4 gʰʌno	response
94	93	180	many	N-Mah-Bhi	7	1	dʒjɑd̪ɑ		N-Mah-Bhi 7 dʒjɑd̪ɑ	response
94	93	180	many	N-Rup-Br	6	1	bʱɔt̪		N-Rup-Br 6 bʱɔt̪	response
94	93	180	many	N-Khr-Gen	6	1	bʱɔt̪		N-Khr-Gen 6 bʱɔt̪	response
94	93	180	many	N-Awl-Bal	4	1	gʱʌɳɑ		N-Awl-Bal 4 gʱʌɳɑ	response
94	93	180	many	N-Awl-Bal	7	2	dʒjɑd̪ɑ		7 dʒjɑd̪ɑ	response
94	93	180	many	N-Sir-OBC	4	1	gʱʌɳɑ		N-Sir-OBC 4 gʱʌɳɑ	response
94	93	180	many	N-Kup-Dar	4	1	gʱʌɳʌ		N-Kup-Dar 4 gʱʌɳʌ	response
94	93	180	many	Par Bhi	4	1	gʱɛɳɑ		Par Bhi 4 gʱɛɳɑ	response
94	93	180	many	Par Bhi	5	2	mʊktʊ̪dʒ		5 mʊktʊ̪dʒ	response
94	93	180	many	Malvi	4	1	gʱɛɳo		Malvi 4 gʱɛɳo	response
94	93	180	many	Hindi	1	1	bəhʊt̪		Hindi 1 bəhʊt̪	response
94	93	180	many	Gujarati	4	1	gʱʌɳu		Gujarati 4 gʱʌɳu	response
94	93	180	many	Marathi	2	1	bʌɾets		Marathi 2 bʌɾets	response
94	93	180	many	Marathi	3	2	puʂkʌɭ		3 puʂkʌɭ	response
94	93	181	all	N-Son-Bal	1	1	sʌbʌⁱ		N-Son-Bal 1 sʌbʌⁱ	response
94	93	181	all	N-Son-Pat	1	1	sʌbʌj		N-Son-Pat 1 sʌbʌj	response
94	93	181	all	N-Bal-Br	1	1	sʌbʌⁱ		N-Bal-Br 1 sʌbʌⁱ	response
94	93	181	all	N-Bal-Br	1	2	sʌbʌj		N-Bal-Br 1 sʌbʌj	response
94	93	181	all	N-Jaj-OBC	4	1	sʌgəɭɔ		N-Jaj-OBC 4 sʌgəɭɔ	response
94	93	181	all	N-Bhi-Bhi	1	1	sʌb		N-Bhi-Bhi 1 sʌb	response
94	93	181	all	N-Dhar-Bhi	1	1	sʌb		N-Dhar-Bhi 1 sʌb	response
94	93	181	all	N-Khj-Bhi	1	1	sʌbʌⁱ		N-Khj-Bhi 1 sʌbʌⁱ	response
94	93	181	all	N-Mah-Bhi	1	1	sʌBhi		N-Mah-Bhi 1 sʌBhi	response
94	93	181	all	N-Rup-Br	1	1	sʌbʌⁱ		N-Rup-Br 1 sʌbʌⁱ	response
94	93	181	all	N-Khr-Gen	1	1	sʌb		N-Khr-Gen 1 sʌb	response
94	93	181	all	N-Awl-Bal	1	1	sʌb		N-Awl-Bal 1 sʌb	response
94	93	181	all	N-Sir-OBC	1	1	sʌb		N-Sir-OBC 1 sʌb	response
94	93	181	all	N-Kup-Dar	1	1	sʌb		N-Kup-Dar 1 sʌb	response
94	93	181	all	Par Bhi	1	1	sʌb		Par Bhi 1 sʌb	response
94	93	181	all	Malvi	3	1	ɑkʰɑ		Malvi 3 ɑkʰɑ	response
94	93	181	all	Hindi	1	1	səb		Hindi 1 səb	response
94	93	181	all	Gujarati	0	1	no entry		Gujarati 0 no entry	response
94	93	181	all	Marathi	2	1	sʌɾwʌ		Marathi 2 sʌɾwʌ	response
95	94	182	eat!, he ate	N-Son-Bal	1	1	kʰɑⁱlə, kʰɑⁱgʌjʌ		N-Son-Bal 1 kʰɑⁱlə, kʰɑⁱgʌjʌ	response
95	94	182	eat!, he ate	N-Son-Pat	1	1	kʰɔ, kʰɑjlijo		N-Son-Pat 1 kʰɔ, kʰɑjlijo	response
95	94	182	eat!, he ate	N-Bal-Br	3	1	dʒɪmɳo, dʒimilɪjɑ		N-Bal-Br 3 dʒɪmɳo, dʒimilɪjɑ	response
95	94	182	eat!, he ate	N-Bal-Br	1	2	kʰɑjlo, kʰɑjlijo		1 kʰɑjlo, kʰɑjlijo	response
95	94	182	eat!, he ate	N-Jaj-OBC	1	1	kʰa, kʰɑjlijɔ		N-Jaj-OBC 1 kʰa, kʰɑjlijɔ	response
95	94	182	eat!, he ate	N-Bhi-Bhi	1	1	kʰɑ, kʰɑilio		N-Bhi-Bhi 1 kʰɑ, kʰɑilio	response
95	94	182	eat!, he ate	N-Dhar-Bhi	1	1	kʰɑile, kʰɑilio		N-Dhar-Bhi 1 kʰɑile, kʰɑilio	response
95	94	182	eat!, he ate	N-Khj-Bhi	1	1	kʰɑile, kʰɑilio		N-Khj-Bhi 1 kʰɑile, kʰɑilio	response
95	94	182	eat!, he ate	N-Mah-Bhi	3	1	dʒimo, dʒimjo		N-Mah-Bhi 3 dʒimo, dʒimjo	response
95	94	182	eat!, he ate	N-Rup-Br	1	1	kʰɑile, kʰɑilio		N-Rup-Br 1 kʰɑile, kʰɑilio	response
95	94	182	eat!, he ate	N-Khr-Gen	1	1	kʰɑv, kʰɑjlijɔ		N-Khr-Gen 1 kʰɑv, kʰɑjlijɔ	response
95	94	182	eat!, he ate	N-Awl-Bal	1	1	kʰɑ		N-Awl-Bal 1 kʰɑ	response
95	94	182	eat!, he ate	N-Sir-OBC	1	1	kʰɑile, kʰɑilio		N-Sir-OBC 1 kʰɑile, kʰɑilio	response
95	94	182	eat!, he ate	N-Kup-Dar	1	1	kʰɑjdʒʌ, kʰɑjgo		N-Kup-Dar 1 kʰɑjdʒʌ, kʰɑjgo	response
95	94	182	eat!, he ate	Par Bhi	1	1	kʰajleo, kʰajlu		Par Bhi 1 kʰajleo, kʰajlu	response
95	94	182	eat!, he ate	Malvi	3	1	dʒɪmɳo, dʒimilɪjɑ		Malvi 3 dʒɪmɳo, dʒimilɪjɑ	response
95	94	182	eat!, he ate	Hindi	1	1	kʰɑ		Hindi 1 kʰɑ	response
95	94	182	eat!, he ate	Gujarati	1	1	kʰɑ		Gujarati 1 kʰɑ	response
95	94	182	eat!, he ate	Marathi	1	1	kʰɑ		Marathi 1 kʰɑ	response
95	94	183	bite!, he bit	N-Son-Bal	1	1	kɑʈo, kɑʈikʰɑjɔ		N-Son-Bal 1 kɑʈo, kɑʈikʰɑjɔ	response
95	94	183	bite!, he bit	N-Son-Pat	1	1	kɑʈilʌk, kɑʈikʰɑjɔ		N-Son-Pat 1 kɑʈilʌk, kɑʈikʰɑjɔ	response
95	94	183	bite!, he bit	N-Bal-Br	1	1	kɑʈilə, kɑʈjo		N-Bal-Br 1 kɑʈilə, kɑʈjo	response
95	94	183	bite!, he bit	N-Bal-Br	1	2	kɑʈ, kɑʈilijɔ		1 kɑʈ, kɑʈilijɔ	response
95	94	183	bite!, he bit	N-Jaj-OBC	1	1	kɑʈ, kɑʈilijɔ		N-Jaj-OBC 1 kɑʈ, kɑʈilijɔ	response
95	94	183	bite!, he bit	N-Bhi-Bhi	1	1	kɑʈ, kɑʈijo		N-Bhi-Bhi 1 kɑʈ, kɑʈijo	response
95	94	183	bite!, he bit	N-Dhar-Bhi	1	1	kʌʈ, kʌʈʈikʌjo		N-Dhar-Bhi 1 kʌʈ, kʌʈʈikʌjo	response
95	94	183	bite!, he bit	N-Khj-Bhi	1	1	kɑʈle, kɑʈjɔ		N-Khj-Bhi 1 kɑʈle, kɑʈjɔ	response
95	94	183	bite!, he bit	N-Mah-Bhi	1	1	kɑʈle, kɑʈjɔ		N-Mah-Bhi 1 kɑʈle, kɑʈjɔ	response
95	94	183	bite!, he bit	N-Rup-Br	1	1	kɑʈilə, kɑʈilio		N-Rup-Br 1 kɑʈilə, kɑʈilio	response
95	94	183	bite!, he bit	N-Khr-Gen	1	1	kɑʈ, kɑʈilijɔ		N-Khr-Gen 1 kɑʈ, kɑʈilijɔ	response
95	94	183	bite!, he bit	N-Awl-Bal	1	1	kɑʈ, kɑʈilijɔ		N-Awl-Bal 1 kɑʈ, kɑʈilijɔ	response
95	94	183	bite!, he bit	N-Sir-OBC	4	1	tʃʌo, tʃilio		N-Sir-OBC 4 tʃʌo, tʃilio	response
95	94	183	bite!, he bit	N-Kup-Dar	1	1	kɑʈ, kɑʈilijo		N-Kup-Dar 1 kɑʈ, kɑʈilijo	response
95	94	183	bite!, he bit	Par Bhi	1	1	kɑʈd̪o, kɑʈjo		Par Bhi 1 kɑʈd̪o, kɑʈjo	response
95	94	183	bite!, he bit	Par Bhi	1	2	kaʈkʰajo, kaʈju		1 kaʈkʰajo, kaʈju	response
95	94	183	bite!, he bit	Malvi	1	1	kɑʈd̪o, kɑʈjo		Malvi 1 kɑʈd̪o, kɑʈjo	response
95	94	183	bite!, he bit	Hindi	1	1	kɑʈɑ		Hindi 1 kɑʈɑ	response
95	94	183	bite!, he bit	Gujarati	3	1	kʰɑɾɑɖ		Gujarati 3 kʰɑɾɑɖ	response
95	94	183	bite!, he bit	Marathi	2	1	tsɑu		Marathi 2 tsɑu	response
95	94	184	he is hungry, he was hungry	N-Son-Bal	1	1	bʱuklʌgi, bʱuklʌgti̪tʰ̪i		N-Son-Bal 1 bʱuklʌgi, bʱuklʌgti̪tʰ̪i	response
95	94	184	he is hungry, he was hungry	N-Son-Pat	1	1	bʱukjɔtʃ, d̪ʱɑpigojo		N-Son-Pat 1 bʱukjɔtʃ, d̪ʱɑpigojo	response
95	94	184	he is hungry, he was hungry	N-Bal-Br	1	1	bʰukəlʌgitʃ, bʰuklʌgitʰ̪i		N-Bal-Br 1 bʰukəlʌgitʃ, bʰuklʌgitʰ̪i	response
95	94	184	he is hungry, he was hungry	N-Jaj-OBC	1	1	bʱukʱɔtʃʰe, bʱukʰjotʰ̪ɔ		N-Jaj-OBC 1 bʱukʱɔtʃʰe, bʱukʰjotʰ̪ɔ	response
95	94	184	he is hungry, he was hungry	N-Bhi-Bhi	1	1	bʰukʰlʌgi, bʰuklʌgiti̪		N-Bhi-Bhi 1 bʰukʰlʌgi, bʰuklʌgiti̪	response
95	94	184	he is hungry, he was hungry	N-Dhar-Bhi	1	1	bʰukʰlʌgi, bʰuklʌgiti̪		N-Dhar-Bhi 1 bʰukʰlʌgi, bʰuklʌgiti̪	response
95	94	184	he is hungry, he was hungry	N-Khj-Bhi	1	1	bʱukjo		N-Khj-Bhi 1 bʱukjo	response
95	94	184	he is hungry, he was hungry	N-Mah-Bhi	1	1	bʱuklʌgi, bʱukjo		N-Mah-Bhi 1 bʱuklʌgi, bʱukjo	response
95	94	184	he is hungry, he was hungry	N-Rup-Br	1	1	bʰukʰlʌgi, bʰuklʌgiti̪		N-Rup-Br 1 bʰukʰlʌgi, bʰuklʌgiti̪	response
95	94	184	he is hungry, he was hungry	N-Khr-Gen	1	1	bʱukʰjɔtʃe, bʱukʰjɔtɔ̪		N-Khr-Gen 1 bʱukʰjɔtʃe, bʱukʰjɔtɔ̪	response
95	94	184	he is hungry, he was hungry	N-Awl-Bal	1	1	bʱukʰjɔtʃe, bʱukʰjɔtɔ̪		N-Awl-Bal 1 bʱukʰjɔtʃe, bʱukʰjɔtɔ̪	response
95	94	184	he is hungry, he was hungry	N-Sir-OBC	1	1	bʰukʰlʌgi, bʰuklʌgiti̪		N-Sir-OBC 1 bʰukʰlʌgi, bʰuklʌgiti̪	response
95	94	184	he is hungry, he was hungry	N-Kup-Dar	1	1	bʱuk, bʱukjotʰ̪o		N-Kup-Dar 1 bʱuk, bʱukjotʰ̪o	response
95	94	184	he is hungry, he was hungry	Par Bhi	1	1	bʱʊkʰlutʃʰe, hʊtʊ̪		Par Bhi 1 bʱʊkʰlutʃʰe, hʊtʊ̪	response
