Snapshot_Date,Collation_Date,Unit_ID,Region,Section,Printed_Page,Raw_Form,Raw_Gloss,Raw_Context,Status,Reason,Final_Forms,Final_Gloss,Final_Tags,Etymology,Etymon_Candidates,Parameter_ID,Emitted_Keys,Review,Material_Error,Source,Record_SHA256
2026-08-25,2026-08-25,s6.2:q16,prose,6.2 External embedding,45,kān,he was,of the perfective in (40a) seems to suggest that the speaker places the event higher on the scale of hypotheticality. The Arabic verb kān “he was” is often used in both the conditional c,ingested,,kān,he was,dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q16,,,"herin2012domari[p. 45, section 6.2]",a8ae661521346e19d71ffa2398b6f54f452d5f4bb6cfec3a5ac054a791885024
2026-08-25,2026-08-25,s6.2:q17,prose,6.2 External embedding,45,lawinn-,even if,nterfactual particle. It comes thus as no surprise that it was borrowed as such into Aleppo Domari (40c). The Arabic conjunction lawinn - “even if” to which a bound pronoun indexing the s,ingested,,lawinn-,even if,dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q17,,,"herin2012domari[p. 45, section 6.2]",a6d749b21d877470a14521092e13a98f9f025c5a8cf07b6e3bb780f0898c419b
2026-08-25,2026-08-25,ex40a:w1,example,6.2 External embedding,45,iza,If,example (40a) word 1,ingested,,iza,If,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40a:w1,,,"herin2012domari[p. 45, example (40a) word 1]",3bbeb0fc657b147bcd896c9c69c04cd587c4a66c61ec890718f557f14298f8e4
2026-08-25,2026-08-25,ex40a:w2,example,6.2 External embedding,45,āyrōr,come.PFV,example (40a) word 2,ingested,,āyrōr,to come,pfv verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40a:w2,,,"herin2012domari[p. 45, example (40a) word 2]",265dfc6e142d1b07963d8b5fa266800cedffdd890b11050882430cc903412bdd
2026-08-25,2026-08-25,ex40a:w3,example,6.2 External embedding,45,lakar-m-ər-e,see.IMPFV-SUB.1SG-OBJ.2SG-CM,example (40a) word 3,ingested,,lakar-m-ər-e,to see,ipfv subj 1sg obj 2sg contextualiser verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40a:w3,,,"herin2012domari[p. 45, example (40a) word 3]",931a6ac2d928707c8e99e0d3783a454b488acb46adaf61555aebd26bbd95b7b8
2026-08-25,2026-08-25,ex40a:translation,translation,6.2 External embedding,45,,"If you come, Iʾll see you",free translation of example (40a),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 45, example (40a) free translation]",1bb9a87a16cf2e18553820a6904a7d5dc03405a13617a22a4fb1918f3e1ae467
2026-08-25,2026-08-25,ex40b:w1,example,6.2 External embedding,45,iza,if,example (40b) word 1,ingested,,iza,if,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40b:w1,,,"herin2012domari[p. 45, example (40b) word 1]",36ff2e8bee681b4c6e399a7fd5cb8db28b73fd1c0d036e683411a38501d1d4e1
2026-08-25,2026-08-25,ex40b:w2,example,6.2 External embedding,45,qāme,eat.IMPFV.1SG,example (40b) word 2,ingested,,qāme,to eat,ipfv 1sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40b:w2,,,"herin2012domari[p. 45, example (40b) word 2]",ead5f20ea0f7fac18a116892fba83bce7bf3d464d5fe179f7c819bb905232252
2026-08-25,2026-08-25,ex40b:w3,example,6.2 External embedding,45,ṭəll(ã),fat,example (40b) word 3,ingested,,ṭəllã; ṭəll,fat,dialect:as:aleppo:Aleppo; alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40b:w3; herin2012domari:ex40b:w3:variant:2,,,"herin2012domari[p. 45, example (40b) word 3]",71bf9a2dce99daf3e9f1a7cb3b8e27ba17632f5581e13fdabf2aa80e699484e8
2026-08-25,2026-08-25,ex40b:w4,example,6.2 External embedding,45,(h)ōme,become.IMPFV.1SG,example (40b) word 4,ingested,,hōme; ōme,to become,ipfv 1sg verb dialect:as:aleppo:Aleppo; ipfv 1sg verb alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40b:w4; herin2012domari:ex40b:w4:variant:2,,,"herin2012domari[p. 45, example (40b) word 4]",b9f976b49e4df5e62c41e7e5fc44d9764c50817528080be4dfff3daf57429917
2026-08-25,2026-08-25,ex40b:translation,translation,6.2 External embedding,45,,If I eat I get fat,free translation of example (40b),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 45, example (40b) free translation]",0f495ef1faea7584ffaaeba419357a97f23e569e4ce98cbc9af9016043edef97
2026-08-25,2026-08-25,ex40c:w1,example,6.2 External embedding,46,law,if,example (40c) word 1,ingested,,law,if,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40c:w1,,,"herin2012domari[p. 46, example (40c) word 1]",fc082aa0e6b236679d787365dfa1ded73c81e70ae00ad47ce0fd1fe278396cf3
2026-08-25,2026-08-25,ex40c:w2,example,6.2 External embedding,46,tō,you,example (40c) word 2,ingested,,tō,you,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40c:w2,,,"herin2012domari[p. 46, example (40c) word 2]",fb2f3fb428c8e596cde84d89e6a7297310a3e5e2f20980931e47822f1e918235
2026-08-25,2026-08-25,ex40c:w3,example,6.2 External embedding,46,āyrōr,come.PFV.2SG,example (40c) word 3,ingested,,āyrōr,to come,pfv 2sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40c:w3,,,"herin2012domari[p. 46, example (40c) word 3]",dc6c1f79e6f3994b66dc04dc7d32298436458013c57006e1927d3b4533308ee5
2026-08-25,2026-08-25,ex40c:w4,example,6.2 External embedding,46,xəǧã,yesterday,example (40c) word 4,ingested,,xəǧã,yesterday,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40c:w4,,,"herin2012domari[p. 46, example (40c) word 4]",5ed2c990547d42966ac5f29bec9435c45dd1ea68141d81e3721b5e4fc5222296
2026-08-25,2026-08-25,ex40c:w5,example,6.2 External embedding,46,kān,COUNT,example (40c) word 5,skipped,no lexical gloss: the source glosses this token by grammatical category only,,,,,,,,,,"herin2012domari[p. 46, example (40c) word 5]",b035bf4026d5b56a88268b8898d18e8c95662a7a49981730424cff3d6d79d5e0
2026-08-25,2026-08-25,ex40c:w6,example,6.2 External embedding,46,lakərdōr-sā,see.PFV.2SG-3PL,example (40c) word 6,ingested,,lakərdōr-sā,to see,pfv 2sg 3pl verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40c:w6,,,"herin2012domari[p. 46, example (40c) word 6]",9785789a4171c94465f2d299e2a7feca42d6fcd825f3bfb5cc8821167d1fc698
2026-08-25,2026-08-25,ex40d:w1,example,6.2 External embedding,46,lāzim,must,example (40d) word 1,ingested,,lāzim,must,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40d:w1,,,"herin2012domari[p. 46, example (40d) word 1]",d40a4eaf25bd0553c25f41a84d9df557e71a2ade610867cef7a2da7c2a13c9a7
2026-08-25,2026-08-25,ex40d:w2,example,6.2 External embedding,46,ǧā,go.SUBJ.2SG,example (40d) word 2,ingested,,ǧā,to go,subjunctive 2sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40d:w2,,,"herin2012domari[p. 46, example (40d) word 2]",d70d2746d1d99b9aa57e59679bd478b5c79d5bc20ea0bf4dd4b1f671ff4c0db8
2026-08-25,2026-08-25,ex40d:w3,example,6.2 External embedding,46,ōta,there,example (40d) word 3,ingested,,ōta,there,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40d:w3,,,"herin2012domari[p. 46, example (40d) word 3]",28cec41d207912374c05b317d6c38e403d9f51f82e129836b511666c5b6fc115
2026-08-25,2026-08-25,ex40d:w4,example,6.2 External embedding,46,lawinn,even.if,example (40d) word 4,ingested,,lawinn,even if,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40d:w4,,,"herin2012domari[p. 46, example (40d) word 4]",1e2ee3cab87d65224fbaa4373fd21a0a6bde15948b8a45f91886db960d8d875a
2026-08-25,2026-08-25,ex40d:w5,example,6.2 External embedding,46,nə-mangīštōre,NEG-want.IMPFV.2SG,example (40d) word 5,ingested,,nə-mangīštōre,to want,neg ipfv 2sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex40d:w5,,,"herin2012domari[p. 46, example (40d) word 5]",2beaa9a8bcc1bc4569ef27326e2f911c78051387bc18d2b3843efaf6fddd3d34
2026-08-25,2026-08-25,ex40d:translation,translation,6.2 External embedding,46,,You have to go there even if you donʾt want to,free translation of example (40d),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 46, example (40d) free translation]",725afc7b614009016cb65c1808387d6a8b753399365429c83959735a92ac43ae
2026-08-25,2026-08-25,s6.2:q18,prose,6.2 External embedding,46,,if you see,"the verb, both in the perfective (41a) and the imperfective (41b). Prosodically, sa remains unstressed: lakərdṓs=sa (< lakǝrdōr=sa ) “if you see”; mangīštōrḗ=sa “if you want”, suggest",skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 46, section 6.2]",58f5a10cded40dfd21e4a2f309285b26332c474515dfa269b17455664d707bfb
2026-08-25,2026-08-25,s6.2:q19,prose,6.2 External embedding,46,mangīštōrḗ=sa,if you want,"ive (41a) and the imperfective (41b). Prosodically, sa remains unstressed: lakərdṓs=sa (< lakǝrdōr=sa ) “if you see”; mangīštōrḗ=sa “if you want”, suggesting it is best seen as a clitic",ingested,,mangīštōrḗ=sa,if you want,dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q19,,,"herin2012domari[p. 46, section 6.2]",65df952b7c81b85190c50a18154c7dc64992c276f88ee1f403d5abb7c7ac472e
2026-08-25,2026-08-25,ex41a:w1,example,6.2 External embedding,46,lakərdōs=sa,see.PFV.2SG=if,example (41a) word 1,ingested,,lakərdōs=sa,to see,pfv 2sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex41a:w1,,,"herin2012domari[p. 46, example (41a) word 1]",576c035f728f098e26976ed0973b2faff9457d798f536e129329ca1b1d18638e
2026-08-25,2026-08-25,ex41a:w2,example,6.2 External embedding,46,kyāmōr,something,example (41a) word 2,ingested,,kyāmōr,something,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex41a:w2,,,"herin2012domari[p. 46, example (41a) word 2]",a594566aa4a8c3e1967984f79d9ce341fd36c37e61ad21234ddda6934f3b1411
2026-08-25,2026-08-25,ex41a:w3,example,6.2 External embedding,46,ǧib kar,speak.IMP,example (41a) word 3,ingested,,ǧib kar,to speak,impv verb multiword-expression dialect:as:aleppo:Aleppo,,,,herin2012domari:ex41a:w3,,,"herin2012domari[p. 46, example (41a) word 3]",8f1c5fe6e550c45e64e88ebe50b882ae429b44a7e72ea879d6bf3f8667d571ab
2026-08-25,2026-08-25,ex41a:w4,example,6.2 External embedding,46,ʋāšōm,COM.1SG,example (41a) word 4,ingested,,ʋāšōm,I,comitative 1sg pron personal dialect:as:aleppo:Aleppo,,,,herin2012domari:ex41a:w4,,,"herin2012domari[p. 46, example (41a) word 4]",b107a59f0d37b6db84973cbf0bcc068a0655f2b4082d6d8e8b0a5317e993dcfa
2026-08-25,2026-08-25,ex41a:translation,translation,6.2 External embedding,46,,"If you see something, speak to me",free translation of example (41a),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 46, example (41a) free translation]",53a2495c4171aca1b121df1e62cf11f503d0c3541ddf5e251de550b3b0de6dd5
2026-08-25,2026-08-25,ex41b:w1,example,6.2 External embedding,46,sakē=sa,can.IMPFV.2SG=if,example (41b) word 1,ingested,,sakē=sa,can,ipfv 2sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex41b:w1,,,"herin2012domari[p. 46, example (41b) word 1]",49e7dc0703da4d218b7a55e5816c2e35227369383c7f4d79a506ed69b589be4f
2026-08-25,2026-08-25,ex41b:w2,example,6.2 External embedding,46,pā,come.IMP,example (41b) word 2,ingested,,pā,to come,impv verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex41b:w2,,,"herin2012domari[p. 46, example (41b) word 2]",1667a44cf110fd1f74ac559335cc23e753e9a8a3a4c8213e1ab077d081deeda9
2026-08-25,2026-08-25,ex41b:w3,example,6.2 External embedding,46,pāsōm,AD.1SG,example (41b) word 3,ingested,,pāsōm,I,ade 1sg pron personal dialect:as:aleppo:Aleppo,,,,herin2012domari:ex41b:w3,,,"herin2012domari[p. 46, example (41b) word 3]",4a92930d8aff8296013736db49be0f6f7c9234b46b33b5d5df3a22b83d3cd667
2026-08-25,2026-08-25,ex41b:translation,translation,6.2 External embedding,46,,"If you can, come to my place",free translation of example (41b),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 46, example (41b) free translation]",6f67c5a6ee8fbc1959b9fba754a3ff2f897a4bef4ecf28fa4e5c23f55cb0b592
2026-08-25,2026-08-25,s6.2:q20,prose,6.2 External embedding,46,,as,e way of expressing simultaneity. The most common strategy seems to be by way of the conjunction-like complex morpheme hōšī (glossed here “as”). The verb of the subordinate clause wa,skipped,"quoted English prose or a title, not a glossed Domari citation",,,,,,,,,,"herin2012domari[p. 46, section 6.2]",415ca5428f0cea56416e0eb401b44fb637cf515aa50b986bbf6947406c53636d
2026-08-25,2026-08-25,ex42a:w1,example,6.2 External embedding,46,slālã,rain,example (42a) word 1,ingested,,slālã,rain,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42a:w1,,,"herin2012domari[p. 46, example (42a) word 1]",43666a467be712a58bf1d32caa47ad95b5ee5d7b1a200196d371986ab2d4960c
2026-08-25,2026-08-25,ex42a:w2,example,6.2 External embedding,46,(h)rã,become.PFV.3SG,example (42a) word 2,ingested,,hrã; rã,to become,pfv 3sg verb dialect:as:aleppo:Aleppo; pfv 3sg verb alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42a:w2; herin2012domari:ex42a:w2:variant:2,,,"herin2012domari[p. 46, example (42a) word 2]",7fa64ce074e055108ca71264ee45de65fd972fa2a959428cb33c8bdf6b1fa05f
2026-08-25,2026-08-25,ex42a:w3,example,6.2 External embedding,46,ʋatōmā,SUP.1PL,example (42a) word 3,ingested,,ʋatōmā,we,superessive 1pl pron personal dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42a:w3,,,"herin2012domari[p. 46, example (42a) word 3]",36257c95ecd08c7fb12a7ce12d58bd0539d3a2484f215c2c96854818dc3369ca
2026-08-25,2026-08-25,ex42a:w4,example,6.2 External embedding,46,hōšī,as,example (42a) word 4,ingested,,hōšī,as,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42a:w4,,,"herin2012domari[p. 46, example (42a) word 4]",90b183b6b3d52938709d7d4f050e2e6659fc13718148c351879fb45a0750b5ab
2026-08-25,2026-08-25,ex42a:w5,example,6.2 External embedding,46,akī kaštinne,wait.PROG.1PL,example (42a) word 5,ingested,,akī kaštinne,to wait,progressive 1pl verb multiword-expression dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42a:w5,,,"herin2012domari[p. 46, example (42a) word 5]",1aaa703f893e0625c8f5f587d676e76ef9fbe056339cc1bacff3e51744f2c336
2026-08-25,2026-08-25,ex42a:translation,translation,6.2 External embedding,46,,"As we were waiting, it started to rain",free translation of example (42a),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 46, example (42a) free translation]",9b6f0656517e9e8b420d5bf6312465f08af35f070fc571f5cdb806cfe67bfbac
2026-08-25,2026-08-25,ex42b:w1,example,6.2 External embedding,47,hōšī,as,example (42b) word 1,ingested,,hōšī,as,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42b:w1,,,"herin2012domari[p. 47, example (42b) word 1]",5b803aca1461ba4712468642d7b8914f866cbf3ea8f959f43c63d5c062d8ff82
2026-08-25,2026-08-25,ex42b:w2,example,6.2 External embedding,47,manderdende,stand.IMPFV.3PL,example (42b) word 2,ingested,,manderdende,stand,ipfv 3pl verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42b:w2,,,"herin2012domari[p. 47, example (42b) word 2]",b05ddbfaa241aff7b991016bd06d5425b303bb685589fb883a1e0d8f411f91ac
2026-08-25,2026-08-25,ex42b:w3,example,6.2 External embedding,47,āyrōs-sā,come.PFV.3SG-OBJ.3PL,example (42b) word 3,ingested,,āyrōs-sā,to come,pfv 3sg obj 3pl verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42b:w3,,,"herin2012domari[p. 47, example (42b) word 3]",8cdc9c57c9189c5385a3117767ac85e801673ff22b85efbaa23640a70bd67c4f
2026-08-25,2026-08-25,ex42b:w4,example,6.2 External embedding,47,bōǧy-ā,dog-INDEF,example (42b) word 4,ingested,,bōǧy-ā,dog,indef dialect:as:aleppo:Aleppo,,,,herin2012domari:ex42b:w4,,,"herin2012domari[p. 47, example (42b) word 4]",08ace6adbcc5c83b5fbb4ff3891aed5665d3666f170908ad191c1d2865164510
2026-08-25,2026-08-25,ex42b:translation,translation,6.2 External embedding,47,,"As they were standing, a dog came to them",free translation of example (42b),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 47, example (42b) free translation]",2d3ec5cbfc9be0977a844463c9beb43ef519d713545c10ce4acc3589428bd3d8
2026-08-25,2026-08-25,s6.2:q21,prose,6.2 External embedding,47,h-,become,"hōšī seems to be composed of the formatives hō and šī. The former is most probably a short form of the imperfective of the verb h - “become”, while the latter is the clitic šī “a",ingested,,h-,to become,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q21,,,"herin2012domari[p. 47, section 6.2]",bbc6487911e6c447b56677682481adb5c7564af4210e053e8e99507c6066445d
2026-08-25,2026-08-25,s6.2:q22,prose,6.2 External embedding,47,šī,"also, and","hō and šī. The former is most probably a short form of the imperfective of the verb h - “become”, while the latter is the clitic šī “also, and”. The clitic šī is most likely to have",ingested,,šī,"also, and",dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q22,,,"herin2012domari[p. 47, section 6.2]",c2aa1833bae5523d2d7c9c4439fc1fc378fc11281561c0b13333406ff76d57d4
2026-08-25,2026-08-25,ex43a:w1,example,6.2 External embedding,47,tō=šī,2SG=too,example (43a) word 1,ingested,,tō=šī,too,2sg dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43a:w1,,,"herin2012domari[p. 47, example (43a) word 1]",3ff0125fba1c631139cc6c60c56755c1d536ee377452bfa28e45818c9410ecab
2026-08-25,2026-08-25,ex43a:w2,example,6.2 External embedding,47,yēlkānī,alone,example (43a) word 2,ingested,,yēlkānī,alone,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43a:w2,,,"herin2012domari[p. 47, example (43a) word 2]",414593de81b430ddb58c36b618b6d3c02641041dad618f82a9c8c8b41008bf55
2026-08-25,2026-08-25,ex43a:w3,example,6.2 External embedding,47,(h)rōre,become.PFV.2SG,example (43a) word 3,ingested,,hrōre; rōre,to become,pfv 2sg verb dialect:as:aleppo:Aleppo; pfv 2sg verb alternate dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43a:w3; herin2012domari:ex43a:w3:variant:2,,,"herin2012domari[p. 47, example (43a) word 3]",5ffe7e25a813292e3ee1d89b2db40e616fdd30005f424a2491fdbc6d846a6e68
2026-08-25,2026-08-25,ex43a:w4,example,6.2 External embedding,47,dūnōm,without.1SG,example (43a) word 4,ingested,,dūnōm,without,1sg dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43a:w4,,,"herin2012domari[p. 47, example (43a) word 4]",21f276e4b970258f52d80b6196bb089c1531bc10b0ac363ab4f18063f69a05bc
2026-08-25,2026-08-25,ex43a:translation,translation,6.2 External embedding,47,,"You too, you are lonely without me",free translation of example (43a),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 47, example (43a) free translation]",390179cde0ceaea296e59b45c5d4cf970ab192d6569eab36edb29f39fcca274e
2026-08-25,2026-08-25,ex43b:w1,example,6.2 External embedding,47,kəčmārīn,old.PL,example (43b) word 1,ingested,,kəčmārīn,old,adj pl dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43b:w1,,,"herin2012domari[p. 47, example (43b) word 1]",32587de68963ab9a5434b071ddf19219e65c3515af97f7cfc318b4b60b79ef78
2026-08-25,2026-08-25,ex43b:w2,example,6.2 External embedding,47,mangənde,like.IMPFV.3PL,example (43b) word 2,ingested,,mangənde,to like,ipfv 3pl verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43b:w2,,,"herin2012domari[p. 47, example (43b) word 2]",b632149e10b853de7816e33e0e55d0484ec33aaa4116fb06c03d417d0890b097
2026-08-25,2026-08-25,ex43b:w3,example,6.2 External embedding,47,ʋēštənd,stay.SUBJ.3PL,example (43b) word 3,ingested,,ʋēštənd,to stay,subjunctive 3pl verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43b:w3,,,"herin2012domari[p. 47, example (43b) word 3]",7e078ee1c4f4662a7963cfb5bc3844856a6f0e8ca5f4d2e6f455df184c4fe695
2026-08-25,2026-08-25,ex43b:w4,example,6.2 External embedding,47,kəry-ə,home-OBL,example (43b) word 4,ingested,,kəry-ə,home,obl dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43b:w4,,,"herin2012domari[p. 47, example (43b) word 4]",c8e90ba4027c96216b5397413fe9f45cb09f57d25c2db2b53c14a6f48b459bfe
2026-08-25,2026-08-25,ex43b:w5,example,6.2 External embedding,47,ʋāgər,in.front.of,example (43b) word 5,ingested,,ʋāgər,in front of,postp dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43b:w5,,,"herin2012domari[p. 47, example (43b) word 5]",de1e27e181697db4d85a89c3cddc91616116718d531d465711682b5c719808db
2026-08-25,2026-08-25,ex43b:w6,example,6.2 External embedding,47,ǧib karənd=šī,speak.SUBJ.3PL=and,example (43b) word 6,ingested,,ǧib karənd=šī,to speak,subjunctive 3pl verb multiword-expression dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43b:w6,,,"herin2012domari[p. 47, example (43b) word 6]",717766f7055745a414996f3bdf55c12fa9cd068b78369d198624c805d0d71881
2026-08-25,2026-08-25,ex43b:w7,example,6.2 External embedding,47,bū,much,example (43b) word 7,ingested,,bū,much,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43b:w7,,,"herin2012domari[p. 47, example (43b) word 7]",df187d812c747897982a5fa7cbb9b28c19b3d4573d2ed73580af055e29fe6503
2026-08-25,2026-08-25,ex43b:translation,translation,6.2 External embedding,47,,Old people like to stay in front of the house and speak a lot,free translation of example (43b),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 47, example (43b) free translation]",1ece06a1557f59e3f9be5ee34915cfc719022a41d6fd27d2c0cb05136fa0c560
2026-08-25,2026-08-25,ex43c:w1,example,6.2 External embedding,47,āyrã,come.PFV.3SG,example (43c) word 1,ingested,,āyrã,to come,pfv 3sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43c:w1,,,"herin2012domari[p. 47, example (43c) word 1]",cd2ca0ccf284c41adf52a9ed87793a4f3faf977440346ac852b4ed1eda056d09
2026-08-25,2026-08-25,ex43c:w2,example,6.2 External embedding,47,pāsōm,AD.1SG,example (43c) word 2,ingested,,pāsōm,I,ade 1sg pron personal dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43c:w2,,,"herin2012domari[p. 47, example (43c) word 2]",4e9876c2375d22b550b5fd6746dc66f1b6a01f0b8b52251f366f701bdbe2cf63
2026-08-25,2026-08-25,ex43c:w3,example,6.2 External embedding,47,čārre=šī,hide.IMPFV.3SG=and,example (43c) word 3,ingested,,čārre=šī,to hide,ipfv 3sg verb dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43c:w3,,,"herin2012domari[p. 47, example (43c) word 3]",088e0b79ae6871710da6f4d62e7128dc0b1f443a6ab284e0a8f66615b1f77335
2026-08-25,2026-08-25,ex43c:w4,example,6.2 External embedding,47,pišt-ə,back-OBL,example (43c) word 4,ingested,,pišt-ə,back,obl dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43c:w4,,,"herin2012domari[p. 47, example (43c) word 4]",cc2e43585d0614bb234da669716284f80f9a9779e69da61c8262f8240c110e7a
2026-08-25,2026-08-25,ex43c:w5,example,6.2 External embedding,47,pačī,behind,example (43c) word 5,ingested,,pačī,behind,dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43c:w5,,,"herin2012domari[p. 47, example (43c) word 5]",d92338ee0fce9b8e6be9c18c11294878a76e8606cb14c8cf4e37088b56fdf5d8
2026-08-25,2026-08-25,ex43c:w6,example,6.2 External embedding,47,kam-ā,thing-INDEF,example (43c) word 6,ingested,,kam-ā,thing,indef dialect:as:aleppo:Aleppo,,,,herin2012domari:ex43c:w6,,,"herin2012domari[p. 47, example (43c) word 6]",7ecb3bee7baaa4f403e50be19ad83911b1664bdff9f3e557407afe93d3a41607
2026-08-25,2026-08-25,ex43c:translation,translation,6.2 External embedding,47,,He came to me (and was) hiding something behind his back,free translation of example (43c),skipped,free translation of a numbered example,,,,,,,,,,"herin2012domari[p. 47, example (43c) free translation]",36f0c3b1105b9c79281a3303da000e270dd5d6481da8491d9e50006cae9fd8a7
2026-08-25,2026-08-25,s6.2:q23,prose,6.2 External embedding,47,w-,and,"lled in Arabic grammar ḥāl clauses. These are subordinated clauses expressing simultaneity, introduced by the coordination particle w - “and”, itself followed by a free pronoun: w",ingested,,w-,and,dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q23,,,"herin2012domari[p. 47, section 6.2]",26224f4c50c4c7a3659b840d31d3d975a86853a9f7b07aa895faa124cd5f2ebe
2026-08-25,2026-08-25,s6.2:q24,prose,6.2 External embedding,47,w ana walad,when I was a kid,"ated clauses expressing simultaneity, introduced by the coordination particle w - “and”, itself followed by a free pronoun: w ana walad “when I was a kid” (and 1SG kid). While the replication of",ingested,,w; ana; walad,and; I; kid,dialect:as:aleppo:Aleppo; 1sg pron personal dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q24:w1; herin2012domari:s6.2:q24:w2; herin2012domari:s6.2:q24:w3,,,"herin2012domari[p. 47, section 6.2]",defc6447b642d9832f67947516f3182c62afa846158c06ccd852d1c8d10353a7
2026-08-25,2026-08-25,s6.2:q25,prose,6.2 External embedding,47,h-,become,re puzzling is the origin of the formative hō -. It was suggested above that it may be a short form of the imperfective of the verb h - “become”. One possibility is that the Arabic fre,ingested,,h-,to become,verb stem dialect:as:aleppo:Aleppo,,,,herin2012domari:s6.2:q25,,,"herin2012domari[p. 47, section 6.2]",8a424186b66cd42266091b8944a78405e17e540c9b49885cea5b24a1a1a208fd
2026-08-25,2026-08-25,7-conclusion:q1,prose,7. Conclusion,48,garã,(s)he went,on which gender neutralisation had an impact is the form of the 3SG perfective for which the masculine form was generalised (Aleppo garã “(s)he went” vs. Palestinian gara “he went” - gar,ingested,,garã,(s)he went,dialect:as:aleppo:Aleppo,,,,herin2012domari:7-conclusion:q1,,,"herin2012domari[p. 48, section 7]",c20498ceab2d47c41803c36522bef7bc45ba7b804658ff24530d91c80a021332
2026-08-25,2026-08-25,7-conclusion:q2,prose,7. Conclusion,48,gara,he went,an impact is the form of the 3SG perfective for which the masculine form was generalised (Aleppo garã “(s)he went” vs. Palestinian gara “he went” - garī “she went”). Case marking in A,skipped,"another scholar's material or another Dom variety, cited for comparison: Palestinian Domari gara",,,,,,,,,,"herin2012domari[p. 48, section 7]",c9b0c2bb7613e17dd0e6c30856aa0c8e49602185a6d58e40428c3f6982a16821
