Item	PDF_Page	Printed_Page	Column	Header_OCR	Site	Role	Site_OCR	Raw_OCR	Raw_OCR_Primary	Raw_OCR_Secondary	Raw_OCR_Latin	OCR_Pass	Blank	Alignment_Note	Transcription	Review	Uncertainty
170	39	32	2	170. what hind?	HFT	target	HFT	1 keusak 13 kok-ac	1 keusak 13 kok-ac	1 keusak 13 kok-ac	1 kisak /3 kok-arc	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
170	39	32	2	170. what hind?	HNG	target	HNG	1 ka‘sa	1 ka‘sa	1 ka‘sa	1 katsa	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
170	39	32	2	170. what hind?	BPL	comparison	BPL	1 keso	1 keso	1 keso	1 keso	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
170	39	32	2	170. what hind?	HTR	target	HTR	2 kis tareh /4 kis dzog	2 kis tareh /4 kis dzog	2 kis tareh /4 kis dzog	2 kıs tareh 7/4 kis dzog	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
170	39	32	2	170. what hind?	HLH	target	HLU	1 kesa	1 kesa	1 kesa	1 kisa	tesseract_psm6	0	token=HLU;edit=1;score=1.00		pending	
170	39	32	2	170. what hind?	PBG	comparison	PBG	6 ke'di	6 ke'di	6 ke'di	6 ke'di	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
170	39	32	2	170. what hind?	HIN	comparison	HIN	1 ko'sa /2 kis taca	1 ko'sa /2 kis taca	1 ko'sa /2 kis taca	1 kotsa /2 kis tara	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
170	39	32	2	170. what hind?	PUN	comparison	PUN	5 kuddndga	5 kuddndga	5 kuddndga	5 kigdänga	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
171	39	32	3	171. this	HRT	target	HRT	1 jo	1 jo	1 jo	1 jo	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
171	39	32	3	171. this	HJN	target	HJN	1 ju	1 ju	1 ju	1 ju	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
171	39	32	3	171. this	HFT	target	HFT	1 jo /2 a	1 jo /2 a	1 jo /2 a	1 jo 12a	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
171	39	32	3	171. this	HNG	target	HNG	1 Jo	1 Jo	1 Jo	1 jo	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
171	39	32	3	171. this	BPL	comparison	BPL	1 ju gat HTR 3/4 je	1 ju gat HTR 3/4 je	1 ju gat HTR 3/4 je	1 ju jat  HTR 3/4 je	tesseract_psm6	0	token=BPL;edit=0;score=0.00;continued OCR line		audit-only comparison	
171	39	32	3	171. this	HTR	target						tesseract_psm6	1	site label absent from OCR		pending	
171	39	32	3	171. this	HLH	target	HLH	2 fa	2 fa	2 fa	2 ja	tesseract_psm6	0	token=HLH;edit=0;score=0.55		pending	
171	39	32	3	171. this	PBG	comparison	PBG	3 e	3 e	3 e	3 e	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
171	39	32	3	171. this	HIN	comparison	HIN	4 ji 73 jagall ja	4 ji 73 jagall ja	4 ji 73 jagall ja	4 ji I5 jajali ja	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
171	39	32	3	171. this	PUN	comparison	PUN	Je	Je	Je	J e	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
172	39	32	1	172. that	HRT	target	HRT	1 vo	1 vo	1 vo	1 vo	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
172	39	32	1	172. that	HJN	target	HJN	1 0	1 0	1 0	1 o	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
172	39	32	1	172. that	HFT	target	HFT	1 vo /2 ba	1 vo /2 ba	1 vo /2 ba	1 vo 2 ba	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
172	39	32	1	172. that	HNG	target	HNG	1 vo	1 vo	1 vo	í vo	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
172	39	32	1	172. that	BPL	comparison	BPL	3 u	3 u	3 u	3 u	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
172	39	32	1	172. that	HTR	target	HTR	1 vo	1 vo	1 vo	1 vo	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
172	39	32	1	172. that	HLH	target	HLH	4 va	4 va	4 va	4 va	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
172	39	32	1	172. that	PBG	comparison	PBG	S se	S se	S se	S5 se	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
172	39	32	1	172. that	HIN	comparison	HIN	4 vah 41 vo	4 vah 41 vo	4 vah 41 vo	4 vah ?1 vo	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
172	39	32	1	172. that	PUN	comparison	PUN	1 o	1 o	1 o a	1 o	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
173	39	32	2	173. thevze	HRT	target	HRP	1 je	1 je	1 je	1 je	tesseract_psm6	0	token=HRP;edit=1;score=1.00		pending	
173	39	32	2	173. thevze	HJN	target	HJN	1 j@	1 j@	1 j@	1 jë	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
173	39	32	2	173. thevze	HFT	target	HEE	1 je	1 je	1 je	2 je	tesseract_psm6	0	token=HEE;edit=2;score=2.00		pending	
173	39	32	2	173. thevze	HNG	target	HNG	1 Je	1 Je	1 Je	1 je	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
173	39	32	2	173. thevze	BPL	comparison	BPL	1 Je	1 Je	1 Je	1 je	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
173	39	32	2	173. thevze	HTR	target	HTR					tesseract_psm6	1	token=HTR;edit=0;score=0.00		pending	
173	39	32	2	173. thevze	HLH	target	HLH	1 je	1 je	1 je	1 je	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
173	39	32	2	173. thevze	PBG	comparison	PBG	2 jo	2 jo	2 jo	2 jo	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
173	39	32	2	173. thevze	HIN	comparison	HIN	1 jo	1 jo	1 jo	1 jo	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
173	39	32	2	173. thevze	PUN	comparison	PUN	1	1	1 - ome    = . ma a	1	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
174	39	32	3	174. tLose	HRT	target	HRT	1 ve	1 ve	1 ve	1 ve	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
174	39	32	3	174. tLose	HJN	target	HIN	1 vé	1 vé	1 vé	1 vě	tesseract_psm6	0	token=HIN;edit=1;score=1.00		pending	
174	39	32	3	174. tLose	HFT	target	HFT	1 be #2 jo	1 be #2 jo	1 be #2 jo	1 be /2 jo	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
174	39	32	3	174. tLose	HNG	target	HNG					tesseract_psm6	1	token=HNG;edit=0;score=0.00		pending	
174	39	32	3	174. tLose	BPL	comparison	BPL	1 ve	1 ve	1 ve	1 ve	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
174	39	32	3	174. tLose	HTR	target	HTR					tesseract_psm6	1	token=HTR;edit=0;score=0.00		pending	
174	39	32	3	174. tLose	HLH	target	HLH	1 ve	1 ve	1 ve	1 ve	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
174	39	32	3	174. tLose	PBG	comparison	PBG	2 jo	2 jo	2 jo	2 jo	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
174	39	32	3	174. tLose	HIN	comparison	HIN	1 ve	1 ve	1 ve	1 ve	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
174	39	32	3	174. tLose	PUN	comparison	PUN					tesseract_psm6	1	token=PUN;edit=0;score=0.00		audit-only comparison	
175	39	32	1	175. same	HRT	target	HRT	1 barab-arc /2 ek si	1 barab-arc /2 ek si	1 barab-arc /2 ek si	1 barab-ac 12 ek si	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
175	39	32	1	175. same	HJN	target	HJN	1 barab-ar /2 ek ose	1 barab-ar /2 ek ose	1 barab-ar /2 ek ose	1 barcab-ar 2 ek ose	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
175	39	32	1	175. same	HFT	target	HFT	2 ek sa	2 ek sa	2 ek sa	2 ek sa	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
175	39	32	1	175. same	HNG	target	HNG	1 barab-ar /2 ek s! katt*a	1 barab-ar /2 ek s! katt*a	1 barab-ar /2 ek s! katt*a	1 barab-ar 12 ek si kattħa	tesseract_psm6	0	token=HNG;edit=0;score=0.00;continued OCR line		pending	
175	39	32	1	175. same	BPL	comparison	BPL	1 barabar	1 barabar	1 barabar	1 bacabar	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
175	39	32	1	175. same	HTR	target	HTR	1 barabar	1 barabar	1 barabar	1 barabar	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
175	39	32	1	175. same	HLH	target	HLH	2 ek sa /3 vahi	2 ek sa /3 vahi	2 ek sa /3 vahi	2 ek sa 1/3 vahi	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
175	39	32	1	175. same	PBG	comparison	PBG	5 eko dza!	5 eko dza!	5 eko dza!	5 eko dza!	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
175	39	32	1	175. same	HIN	comparison	HIN	4 saman /2 ckhi	4 saman /2 ckhi	4 saman /2 ckhi	4 saman /2 ekhi	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
175	39	32	1	175. same	PUN	comparison	PUN	1 barabar /5 ekod3ze	1 barabar /5 ekod3ze	1 barabar /5 ekod3ze	1 barabar 15 eckod3e	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
176	39	32	2	176. different	HRT	target	HRT	1 njzre njzce	1 njzre njzce	1 njzre njzce	1 njære njæce	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
176	39	32	2	176. different	HJN	target	HJN	1 njara njarca	1 njara njarca	1 njara njarca	1 njara njara	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
176	39	32	2	176. different	HFT	target	HFT	1 njara njaca	1 njara njaca	1 njara njaca	1 njara njaca	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
176	39	32	2	176. different	HNG	target	HNG	1 njara njara	1 njara njara	1 njara njara	1 njara njara	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
176	39	32	2	176. different	BPL	comparison	BPL	1 njaro njaro	1 njaro njaro	1 njaro njaro	1 njaro njaro	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
176	39	32	2	176. different	HTR	target	HTR	1 njare njare	1 njare njare	1 njare njare	1 njare njare	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
176	39	32	2	176. different	HLH	target	HLH	1 njara njara	1 njara njara	1 njara njara	í njara njara	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
176	39	32	2	176. different	PBG	comparison	PBG	2 lag	2 lag	2 lag	2 lag	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
176	39	32	2	176. different	HIN	comparison	HIN	2 alag /3 bark	2 alag /3 bark	2 alag /3 bark	2 alag 13 ġark	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
176	39	32	2	176. different	PUN	comparison	PUN	1 tara taca /4 vakea vak	1 tara taca /4 vakea vak	1 tara taca /4 vakea vak	1 țara taca l4 vakra vak	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
177	39	32	3	177. whole	HRT	target	HRT	1 sabat /2 puram pat	1 sabat /2 puram pat	1 sabat /2 puram pat	1 sabak /2 puram pat	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
177	39	32	3	177. whole	HJN	target	HJN	3 sara /4 pura	3 sara /4 pura	3 sara /4 pura	3 sara 14 pura	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
177	39	32	3	177. whole	HFT	target	HFT	3 saca /4 pura	3 saca /4 pura	3 saca /4 pura	3 sara /4 pura	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
177	39	32	3	177. whole	HNG	target	HNG	3 sara /4 pura /5	3 sara /4 pura /5	3 sara /4 pura /5	3 sara l4 pura IS	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
177	39	32	3	177. whole	BPL	comparison	BPL	4 puro	4 puro	4 puro	4 puro	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
177	39	32	3	177. whole	HTR	target	HTR	3 saro /4 pura	3 saro /4 pura	3 saro /4 pura	3 saro }4 pura	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
177	39	32	3	177. whole	HLH	target	HLH	1 sabat /2 puram pat	1 sabat /2 puram pat	1 sabat /2 puram pat	1 sabak |2 puram pat	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
177	39	32	3	177. whole	PBG	comparison	PBG	3 sata	3 sata	3 sata	3 sara	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
177	39	32	3	177. whole	HIN	comparison	HIN	4 puca /6 purna kea PUN 4 pura	4 puca /6 purna kea PUN 4 pura	4 puca /6 purna kea PUN 4 pura	4 pura 16 purna kra PUN 4 pura	tesseract_psm6	0	token=HIN;edit=0;score=0.00;continued OCR line		audit-only comparison	
177	39	32	3	177. whole	PUN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
178	39	32	1	178. brokes	HRT	target	HRT	1 tutja od	1 tutja od		1 tuțja oq	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
178	39	32	1	178. brokes	HJN	target	HJN	1 tuta /2 p*uta	1 tuta /2 p*uta		1 tuța /2 p*uta	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
178	39	32	1	178. brokes	HFT	target	HFT	1 tuftedo (past) /2 p*uted	1 tuftedo (past) /2 p*uted		1 tutedo (past) /2 přuțteq	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
178	39	32	1	178. brokes	HNG	target	HNG	1 f{uf®a	1 f{uf®a	lITR	1 tuț’a	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
178	39	32	1	178. brokes	BPL	comparison	BPL	1 {uta	1 {uta		1 tuta	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
178	39	32	1	178. brokes	HTR	target	IITR	1 futi	1 futi		1 tuți	tesseract_psm6	0	token=IITR;edit=2;score=2.00		pending	
178	39	32	1	178. brokes	HLH	target	HLH	1 tuftlod	1 tuftlod	i 1 1 tutja od tuta /2 p*uta tutedo (past) /2 p*uted tutta tuta tui tut lod tut {uta toteja	1 tuțiodq	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
178	39	32	1	178. brokes	PBG	comparison	PBG	1 {ut	1 {ut		í tut	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
178	39	32	1	178. brokes	HIN	comparison	HIN	1 ftufta	1 ftufta		1 tuta	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
178	39	32	1	178. brokes	PUN	comparison	PUN	1 toteja	1 toteja		1 totț°ja	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
179	39	32	2	179. fow	HRT	target	HRP	1 thoda sa	1 thoda sa	1 thoda sa	1 toda sa	tesseract_psm6	0	token=HRP;edit=1;score=1.00		pending	
179	39	32	2	179. fow	HJN	target	HJN	1 thoda do HFT 1 ghoda	1 thoda do HFT 1 ghoda	1 f£hoda	1 froda jo HFT 1 ġtħoda	tesseract_psm6	0	token=HJN;edit=0;score=0.00;continued OCR line		pending	
179	39	32	2	jo | 179. fow	HFT	target	HFT	1 g*oda		1 g*oda		tesseract_psm4	0	token=HFT;edit=0;score=0.00;exact-label secondary fallback		pending	
179	39	32	2	179. fow	HNG	target	HNG	1 toda	1 toda	1 toda	1 troda	tesseract_psm6	0	token=HNG;edit=0;score=0.55		pending	
179	39	32	2	179. fow	BPL	comparison	BPL	1 t*oda /2 kam	1 t*oda /2 kam	1 t*oda /2 kam	1 troda 12 kam	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
179	39	32	2	179. fow	HTR	target	HTR	1 gt*oda	1 gt*oda	1 gt*oda	1 toda	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
179	39	32	2	179. fow	HLH	target	HLH	1 t*oda	1 t*oda	1 t*oda	1 t*oda	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
179	39	32	2	179. fow	PBG	comparison	PKG	1 toca	1 toca	1 toca	1 toga	tesseract_psm6	0	token=PKG;edit=1;score=1.00		audit-only comparison	
179	39	32	2	179. fow	HIN	comparison	HIN	1 thoda	1 thoda	1 thoda	ł thoda	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
179	39	32	2	179. fow	PUN	comparison	PUN	1 fthoda /3 kate	1 fthoda /3 kate	1 thoda /3 kate	1 thoda 13 kat-	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
180	39	32	3	180. many	HRT	target	HRT	1 gana /2 batera	1 gana /2 batera	1 gana /2 batera	1 gaņa 12 bagera	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
180	39	32	3	180. many	HJN	target	HJN	1 gana /2 batera-	1 gana /2 batera-	1 gana /2 batera-	1 gaņa 12 bațera.	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
180	39	32	3	180. many	HFT	target	HFT	1 gana /1 ganaji	1 gana /1 ganaji	1 gana /1 ganaji	ł gaqa 11 ganņaji	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
180	39	32	3	180. many	HNG	target	HNG	1 gana /3 dzada	1 gana /3 dzada	1 gana /3 dzada	1 gaņa {3 d3adā	tesseract_psm6	0	token=HNG;edit=0;score=0.00		pending	
180	39	32	3	180. many	BPL	comparison	BPL	1 gane	1 gane	1 gane	1 gane	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
180	39	32	3	180. many	HTR	target	HTR	1 gana /3 dada	1 gana /3 dada	1 gana /3 dada	1 gana 13 dzada	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
180	39	32	3	180. many	HLH	target	HLH	1 gana /4 bohut	1 gana /4 bohut	1 gana /4 bohut	1 gana 74 bohuțġ	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
180	39	32	3	180. many	PBG	comparison	PBG	5 bot	5 bot	5 bot	5 bot	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
180	39	32	3	180. many	HIN	comparison	HIN	4 bahut 75 b*ot	4 bahut 75 b*ot	4 bahut 75 b*ot	4 bahut /5 bħot	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
180	39	32	3	180. many	PUN	comparison	PUN	3 dgjada /6 ava	3 dgjada /6 ava	3 dgjada /6 ava	3 dzžzjadđa ?}?6 ava	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
181	40	33	1	181. all	HRT	target	HRT	1 sare	1 sare	1 sare	1 saro	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
181	40	33	1	181. all	HJN	target	HJN	1 sara /2 ame sare	1 sara /2 ame sare	1 sara /2 ame sare	ł sara {2 ame sare	tesseract_psm6	0	token=HJN;edit=0;score=0.00		pending	
181	40	33	1	181. all	HFT	target	HFT	1 saca 3 sagala	1 saca 3 sagala	1 saca 3 sagala	1 saca 43 sagaļa	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
181	40	33	1	181. all	HNG	target	HNG	1 sare katle	1 sare katle	1 sare katle	1 garo katile	tesseract_psm6	0	token=HNG;edit=0;score=0.00;continued OCR line		pending	
181	40	33	1	181. all	BPL	comparison	BPL	4 sab	4 sab	4 sab	4 sab	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
181	40	33	1	181. all	HTR	target	NTR	1 sare 14 sab kana	1 sare 14 sab kana	1 sare 14 sab kana	1 sace l4 sab kana	tesseract_psm6	0	token=NTR;edit=1;score=1.00;continued OCR line		pending	
181	40	33	1	181. all	HLH	target	HLH	1 sara	1 sara	1 sara	1 sara	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
181	40	33	1	181. all	PBG	comparison	PBG	1 sare	1 sare	1 sare	1 sare	tesseract_psm6	0	token=PBG;edit=0;score=0.00		audit-only comparison	
181	40	33	1	181. all	HIN	comparison	HIN	4 sab	4 sab	4 sab	4 sab	tesseract_psm6	0	token=HIN;edit=0;score=0.00		audit-only comparison	
181	40	33	1	181. all	PUN	comparison	PUN	4 eure	4 eure	4 eure	1 eana	tesseract_psm6	0	token=PUN;edit=0;score=0.00		audit-only comparison	
182	40	33	2	182. eat! | he ate	HRT	target	PRE	LP kate	LP kate	Pf kale	f khalg	tesseract_psm6	0	token=PRE;edit=2;score=2.00		pending	
182	40	33	2	182. eat! | he ate	HJN	target	HIN	1 k'ale ? kbal jo	1 k'ale ? kbal jo	1 k'ale ? kbal jo	1 krale ? kħaljo	tesseract_psm6	0	token=HIN;edit=1;score=1.00		pending	
182	40	33	2	182. eat! | he ate	HFT	target	HET	1 k*ale	1 k*ale	1 k*ale	1 k*ale	tesseract_psm6	0	token=HET;edit=1;score=1.00		pending	
182	40	33	2	182. eat! | he ate	HNG	target	ING	"1 k"" alo"	"1 k"" alo"	"1 k""ale"	1 kralo	tesseract_psm6	0	token=ING;edit=1;score=1.00		pending	
182	40	33	2	182. eat! | he ate	BPL	comparison	BPL	1 kha	1 kha	1 kha	1 kha	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
182	40	33	2	182. eat! | he ate	HTR	target	HTR	1 k*ao	1 k*ao	1 k*ao	1 kħao	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
182	40	33	2	182. eat! | he ate	HLH	target	HLH	1 kha 7 kha ja	1 kha 7 kha ja	1 kha 7 kha ja	1 kha / kha Ija	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
182	40	33	2	182. eat! | he ate	PBG	comparison	PUG	1 ka	1 ka	1 ka	1 ka	tesseract_psm6	0	token=PUG;edit=1;score=1.00		audit-only comparison	
182	40	33	2	182. eat! | he ate	HIN	comparison	HIN	1 k*ao / k*aja Mrinal 4 @Bhrene ¢f? tPthein FY teei-e	1 k*ao / k*aja Mrinal 4 @Bhrene ¢f? tPthein FY teei-e	1 k*ao / k*aja Mrinal 4 @Bhrene ¢f? tPthein FY teei-e	1 kħao / kħaja DIII 4 bhan ? Eha: F? fkha Ja	tesseract_psm6	0	token=HIN;edit=0;score=0.00;continued OCR line		audit-only comparison	
182	40	33	2	182. eat! | he ate	PUN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	HRT	target					I boba Darna	tesseract_psm6	1	site label absent from OCR		pending	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	HJN	target	HIN	1 bodka barna (imp. )	1 bodka barna (imp. )	1 bodka barna (imp. )	1 boqka barna (i1mp.)	tesseract_psm6	0	token=HIN;edit=1;score=1.55		pending	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	HFT	target	RFT	1 bodvko	1 bodvko	1 bodvko	1 bodļ»ko	tesseract_psm6	0	token=RFT;edit=1;score=1.00		pending	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	HNG	target	ING	1 bodka bach pa F2	1 bodka bach pa F2	1 bodka bach pa F2	1 boqdka baclja 72	tesseract_psm6	0	token=ING;edit=1;score=1.00		pending	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	BPL	comparison	BPL	2 khat	2 khat	2 khat	2 kħat	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	HTR	target	HTR	1 batka barcna /2 kat	1 batka barcna /2 kat	1 batka barcna /2 kat	1 bațtka barna 12 kat	tesseract_psm6	0	token=HTR;edit=0;score=0.00		pending	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	HLH	target	HLH	1 bodka barclja	1 bodka barclja	1 bodka barclja	1 bodka barlja	tesseract_psm6	0	token=HLH;edit=0;score=0.00		pending	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	PBG	comparison	PUG	3 k*a	3 k*a	3 k*a	3 kra	tesseract_psm6	0	token=PUG;edit=1;score=1.00		audit-only comparison	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	HIN	comparison	HIN	2 kato / kata - prem 4 oeedan ! vada	2 kato / kata - prem 4 oeedan ! vada	2 kato / kata Dtint A enact  hl wade a	2 kațo I kafta >O DIM A odin f ond.a	tesseract_psm6	0	token=HIN;edit=0;score=0.00;continued OCR line		audit-only comparison	
183	40	33	3	ce, vd | i83. he Lit | TNS ee Oe 0) eee	PUN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	HRT	target	HRT	1 buka ta	1 buka ta	1 buka ta	1 buka țta	tesseract_psm6	0	token=HRT;edit=0;score=0.00		pending	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	HJN	target	HJN	1 bok-a ta / buka (thirst) -	1 bok-a ta / buka (thirst) -	1 bok-a ta / buka (thirst)	1 bok.a ġa ? buka (thirst) :	tesseract_psm6	0	token=HJN;edit=0;score=0.00;continued OCR line		pending	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	HFT	target	HFT	1 bo buk*oa ho	1 bo buk*oa ho	1 bo buk*oa ho	1 bo buk*ħ*o ho	tesseract_psm6	0	token=HFT;edit=0;score=0.00		pending	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	HNG	target	HNG	1 vo bokk®a tha pjasa tha	1 vo bokk®a tha pjasa tha	1 vo bokk®a tha pjasa tha	1 vo bokkħa ħa pjJasa tħa	tesseract_psm6	0	token=HNG;edit=0;score=0.00;continued OCR line		pending	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	BPL	comparison	BPL	1 bhuka t*a 7? b*uk (hunger	1 bhuka t*a 7? b*uk (hunger	1 bhuka t*a 7? b*uk (hunger	1 bħuka ġħa / bħuk (hunger	tesseract_psm6	0	token=BPL;edit=0;score=0.00		audit-only comparison	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	HTR	target	HTR	1 buk*a ta (thirst)	1 buk*a ta (thirst)	1 buk*a ta (thirst)	1 bukħa ța (thirst)	tesseract_psm6	0	token=HTR;edit=0;score=0.00;continued OCR line		pending	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	HLH	target	HLH	1 vo bhuka tha ta	1 vo bhuka tha ta	1 vo bhuka tha ta	1 vo bħuka țtħa ta	tesseract_psm6	0	token=HLH;edit=0;score=0.00;continued OCR line		pending	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	PBG	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	HIN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
184	40	33	1	and he ee 2 eS J | 184. (He) was hungry	PUN	comparison						tesseract_psm6	1	site label absent from OCR		audit-only comparison	
